
===== ZK SYNC RUN START: 2025-08-20 16:51:51 =====
[35m[JOB] Dispatching poll_branch=30 (job_id=0a68896f-4de8-4542-a4cb-740a5830ae16) — log: logs\zk_sync_20250820_165151.log
[33m
[DEBUG] Connecting to K40 Lobby Dhanmondi Branch (172.19.114.231:4370)
[32m[CONNECTED] K40 Lobby Dhanmondi Branch
[36m[INFO] Retrieved 5713 logs from K40 Lobby Dhanmondi Branch in 2.26 seconds
[34m    [NEW ✅] RID 1, User=1071, Time=2024-01-10 14:07:24
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2024-10-09 10:01:37 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2024-10-09 10:14:47 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2024-10-09 14:18:36 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2024-10-09 14:19:31 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=451 CHECKTIME=2024-10-09 19:33:12 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-09 20:40:29 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2024-10-09 20:42:37 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-14 09:05:18 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2024-10-14 09:06:04 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=451 CHECKTIME=2024-10-14 09:06:31 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-14 09:09:02 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2024-10-14 09:11:17 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1138 CHECKTIME=2024-10-14 09:16:21 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=818 CHECKTIME=2024-10-14 09:19:43 sn=A8N5232360698
[32m    [ACCESS ✅] USERID=1355 CHECKTIME=2024-10-14 09:20:51
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2024-10-14 09:21:27 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2024-10-14 09:24:32 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2024-10-14 09:26:00 sn=A8N5232360698
[32m    [ACCESS ✅] USERID=109 CHECKTIME=2024-10-14 09:26:46
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2024-10-14 09:31:14 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2024-10-14 09:43:53 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2024-10-14 09:53:57 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=451 CHECKTIME=2024-10-14 20:23:43 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-15 08:58:07 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-15 09:10:58 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1355 CHECKTIME=2024-10-15 09:17:33 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2024-10-15 09:17:54 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=451 CHECKTIME=2024-10-15 09:18:46 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2024-10-15 09:29:57 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2024-10-15 09:38:21 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1138 CHECKTIME=2024-10-15 09:38:47 sn=A8N5232360698
[32m    [ACCESS ✅] USERID=1033 CHECKTIME=2024-10-15 09:43:15
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2024-10-15 09:45:01 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2024-10-15 09:47:02 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2024-10-15 09:47:43 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2024-10-15 09:57:07 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2024-10-15 09:59:01 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2024-10-15 10:09:17 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-15 19:49:20 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2024-10-15 19:49:26 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2024-10-15 19:56:46 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=451 CHECKTIME=2024-10-15 20:00:38 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-15 20:51:37 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-16 09:10:55 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-16 09:11:03 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-16 09:11:05 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2024-10-16 09:22:07 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1355 CHECKTIME=2024-10-16 09:32:55 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=451 CHECKTIME=2024-10-16 09:34:40 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2024-10-16 09:38:05 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2024-10-16 09:40:29 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2024-10-16 09:40:36 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2024-10-16 09:45:28 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2024-10-16 09:49:55 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2024-10-16 09:53:23 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2024-10-16 09:54:40 sn=A8N5232360698
[32m    [ACCESS ✅] USERID=584 CHECKTIME=2024-10-16 09:57:19
[33m    [ACCESS DUP] Duplicate row ignored: USERID=451 CHECKTIME=2024-10-16 20:49:54 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-16 20:58:21 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-16 20:58:46 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2024-10-16 20:58:55 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2024-10-17 08:45:56 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2024-10-17 08:46:57 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-17 08:58:56 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2024-10-17 09:00:04 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-17 09:09:57 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-17 09:10:03 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2024-10-17 09:11:43 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1355 CHECKTIME=2024-10-17 09:16:10 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2024-10-17 09:17:45 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2024-10-17 09:36:16 sn=A8N5232360698
[32m    [ACCESS ✅] USERID=1459 CHECKTIME=2024-10-17 09:37:32
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2024-10-17 09:38:47 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2024-10-17 09:48:09 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2024-10-17 09:55:02 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1138 CHECKTIME=2024-10-17 09:55:49 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2024-10-17 09:57:08 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2024-10-17 10:00:32 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-17 20:45:42 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2024-10-19 14:23:36 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-20 08:58:09 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2024-10-20 09:19:57 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1355 CHECKTIME=2024-10-20 09:21:09 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=451 CHECKTIME=2024-10-20 09:24:05 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2024-10-20 09:25:37 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-20 09:26:22 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2024-10-20 09:27:22 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=818 CHECKTIME=2024-10-20 09:31:05 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2024-10-20 09:31:50 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2024-10-20 09:33:01 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2024-10-20 09:41:06 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2024-10-20 09:41:08 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2024-10-20 09:41:22 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2024-10-20 11:25:12 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2024-10-20 12:32:56 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=451 CHECKTIME=2024-10-20 20:45:25 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-20 21:33:23 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-21 08:59:20 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1355 CHECKTIME=2024-10-21 09:20:37 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2024-10-21 09:36:09 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2024-10-21 09:38:22 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-21 09:38:41 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2024-10-21 09:41:54 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2024-10-21 09:42:44 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=818 CHECKTIME=2024-10-21 09:47:15 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2024-10-21 09:50:53 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2024-10-21 09:51:02 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2024-10-21 09:51:57 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2024-10-21 09:57:02 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2024-10-21 09:57:59 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-21 20:13:26 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-21 20:48:35 sn=A8N5232360698
[32m    [ACCESS ✅] USERID=109 CHECKTIME=2024-10-21 21:01:59
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-22 09:06:49 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1355 CHECKTIME=2024-10-22 09:22:22 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2024-10-22 09:22:45 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2024-10-22 09:37:52 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2024-10-22 09:39:51 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=818 CHECKTIME=2024-10-22 09:40:34 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1138 CHECKTIME=2024-10-22 09:40:39 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2024-10-22 09:41:32 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2024-10-22 09:41:55 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-22 09:42:20 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2024-10-22 09:43:34 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2024-10-22 09:44:10 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2024-10-22 09:46:49 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2024-10-22 09:54:23 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-22 20:52:01 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-22 20:52:10 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-23 09:06:34 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1355 CHECKTIME=2024-10-23 09:20:48 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2024-10-23 09:21:07 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2024-10-23 09:22:55 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2024-10-23 09:22:59 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-23 09:37:33 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2024-10-23 09:37:49 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2024-10-23 09:41:58 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2024-10-23 09:45:59 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2024-10-23 09:47:43 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2024-10-23 09:48:13 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2024-10-23 09:50:18 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=818 CHECKTIME=2024-10-23 09:50:23 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1138 CHECKTIME=2024-10-23 09:52:38 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2024-10-23 09:56:28 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2024-10-23 10:06:44 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2024-10-23 13:21:38 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-24 09:03:03 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-24 09:03:10 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1355 CHECKTIME=2024-10-24 09:12:47 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2024-10-24 09:14:36 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1355 CHECKTIME=2024-10-24 09:14:45 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2024-10-24 09:16:21 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2024-10-24 09:18:51 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-24 09:26:43 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2024-10-24 09:27:00 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2024-10-24 09:34:32 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2024-10-24 09:44:25 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1138 CHECKTIME=2024-10-24 09:46:39 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2024-10-24 09:48:26 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2024-10-24 09:49:51 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=818 CHECKTIME=2024-10-24 09:53:06 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2024-10-24 09:53:12 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2024-10-24 09:54:27 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2024-10-24 09:59:26 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-24 20:31:55 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2024-10-27 08:55:35 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-27 09:08:28 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2024-10-27 09:11:40 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2024-10-27 09:13:04 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-27 09:18:21 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-27 09:18:22 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2024-10-27 09:28:40 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2024-10-27 09:29:52 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2024-10-27 09:33:51 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=818 CHECKTIME=2024-10-27 09:38:12 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2024-10-27 09:43:47 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2024-10-27 09:44:16 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2024-10-27 09:47:47 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2024-10-27 09:54:01 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2024-10-27 10:06:58 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1355 CHECKTIME=2024-10-27 10:39:08 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2024-10-27 11:40:04 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2024-10-27 20:23:40 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=451 CHECKTIME=2024-10-27 20:25:48 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-27 20:30:57 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1355 CHECKTIME=2024-10-28 09:05:53 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2024-10-28 09:07:46 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2024-10-28 09:07:53 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-28 09:10:15 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-28 09:18:21 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2024-10-28 09:38:29 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2024-10-28 09:45:23 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2024-10-28 09:46:20 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1138 CHECKTIME=2024-10-28 09:48:46 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2024-10-28 09:49:13 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2024-10-28 09:49:37 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=818 CHECKTIME=2024-10-28 09:51:35 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2024-10-28 09:54:38 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2024-10-28 09:58:27 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2024-10-28 15:06:14 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2024-10-28 20:24:21 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2024-10-29 09:06:02 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1355 CHECKTIME=2024-10-29 09:21:06 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2024-10-29 09:21:54 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2024-10-29 09:23:06 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2024-10-29 09:43:29 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2024-10-29 09:43:47 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2024-10-29 09:45:33 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1138 CHECKTIME=2024-10-29 09:45:42 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2024-10-29 09:47:17 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=818 CHECKTIME=2024-10-29 09:50:44 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-29 09:54:18 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2024-10-29 09:55:14 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2024-10-29 09:58:46 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2024-10-29 10:09:56 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2024-10-29 21:06:42 sn=A8N5232360698
[32m    [ACCESS ✅] USERID=109 CHECKTIME=2024-10-30 09:04:12
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2024-10-30 09:04:45 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1355 CHECKTIME=2024-10-30 09:13:19 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2024-10-30 09:13:24 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1355 CHECKTIME=2024-10-30 09:13:58 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2024-10-30 09:14:11 sn=A8N5232360698
